08113d836036502f7f25690d9bf528318dfecd97,Chat directly with your Manager,Chat directly with your Manager,Converse diretamente com seu gerente,Doğrudan Yöneticinizle sohbet edin,Общайтесь напрямую с вашим менеджером,Chatea directamente con tu gerente,Chatten Sie direkt mit Ihrem Manager,Discutez directement avec votre responsable,Converse diretamente com seu gerente,Czatuj bezpośrednio ze swoim menedżerem,直接与您的经理聊天,Chatta direttamente con il tuo manager,Discutați direct cu managerul dvs.,Chat rechtstreeks met uw manager
f1abafaeb40ce52355ddcc24686e3cd17b64e08a,Applications,Applications,Formulários,Uygulamalar,Приложения,Aplicaciones,Anwendungen,Applications,Formulários,Aplikacje,应用领域,applicazioni,Aplicații,Toepassingen
911cec421c58ebd9fe47e9a89fda63dc546f8f61,Help with a specific application,Help with a specific application,Ajuda com uma aplicação específica,Belirli bir uygulamayla ilgili yardım,Помогите с конкретным приложением,Ayuda con una aplicación específica,Hilfe bei einer bestimmten Anwendung,Aide avec une application spécifique,Ajuda com uma aplicação específica,Pomoc z określoną aplikacją,帮助特定的应用程序,Aiuto con un'applicazione specifica,Ajutor cu o aplicație specifică,Hulp bij een specifieke applicatie
dba1582648d3141522be52e35e52610daad94f42,Platform Support,Platform Support,Suporte de plataforma,Platform Desteği,Поддержка платформы,Soporte de plataforma,Plattformunterstützung,Prise en charge de la plateforme,Suporte de plataforma,Wsparcie platformy,平台支援,Supporto della piattaforma,Suport pentru platformă,Platformondersteuning
4a1d520c4af755cfeb20f1acb3a8eb9f99d960d2,Any technical issue you might have while using the platform,Any technical issue you might have while using the platform,Qualquer problema técnico que você possa ter ao usar a plataforma,Platformu kullanırken karşılaşabileceğiniz teknik sorunlar,"Любые технические проблемы, которые могут возникнуть при использовании платформы",Cualquier problema técnico que pueda tener al usar la plataforma,Technische Probleme bei der Nutzung der Plattform,Tout problème technique que vous pourriez rencontrer lors de l'utilisation de la plateforme,Qualquer problema técnico que você possa ter ao usar a plataforma,"Wszelkie problemy techniczne, które mogą wystąpić podczas korzystania z platformy",使用平台时可能遇到的任何技术问题,Qualsiasi problema tecnico che potresti avere durante l'utilizzo della piattaforma,Orice problemă tehnică ați putea avea în timp ce utilizați platforma,Elk technisch probleem dat u mogelijk heeft tijdens het gebruik van het platform
8461cbd29ef3160779282ca2718d2d38bc0fc686,An Experience Manager has not been assigned for you yet,An Experience Manager has not been assigned for you yet,Um Experience Manager ainda não foi designado para você,Henüz bir Deneyim Yöneticisi atanmadı,Менеджер опыта еще не назначен для вас,Aún no se le ha asignado un Experience Manager.,Ein Experience Manager wurde Ihnen noch nicht zugewiesen,Un gestionnaire d'expérience n'a pas encore été attribué pour vous,Um Experience Manager ainda não foi designado para você,Menedżer doświadczenia nie został jeszcze dla Ciebie przypisany,尚未为您分配经验管理员,Un Experience Manager non è stato ancora assegnato a te,Un manager de experiență nu a fost încă atribuit pentru dvs.,Er is nog geen Experience Manager aan u toegewezen
ce16629cdc47e52789248cc27c58c505044ec797,Select the application to start a conversation...,Select the application to start a conversation...,Selecione o aplicativo para iniciar uma conversa ...,Görüşme başlatmak için uygulamayı seçin ...,"Выберите приложение, чтобы начать разговор ...",Seleccione la aplicación para iniciar una conversación ...,"Wählen Sie die Anwendung aus, um ein Gespräch zu beginnen ...",Sélectionnez l'application pour démarrer une conversation ...,Selecione o aplicativo para iniciar uma conversa ...,"Wybierz aplikację, aby rozpocząć rozmowę ...",选择应用程序以开始对话...,Seleziona l'applicazione per iniziare una conversazione ...,Selectați aplicația pentru a începe o conversație ...,Selecteer de applicatie om een gesprek te beginnen ...
94516fa213706c67ce5a5b5765681d7fb032033a,Loading...,Loading...,Carregando...,Yükleniyor...,Loading ...,Cargando...,Wird geladen...,Chargement...,Carregando...,Ładowanie...,载入中...,Caricamento in corso...,Se încarcă...,Bezig met laden...
9c858c9082e72a6fa5a0deb1787ea8bc18aa78a0,You do not have any applications yet,You do not have any applications yet,Você ainda não tem aplicativos,Henüz bir uygulamanız yok,У вас еще нет приложений,Aún no tienes ninguna aplicación,Sie haben noch keine Bewerbungen,Vous n'avez pas encore d'applications,Você ainda não tem aplicativos,Nie masz jeszcze żadnych aplikacji,您还没有任何应用程序,Non hai ancora applicazioni,Încă nu aveți aplicații,U heeft nog geen applicaties
ec9eb94045a806eca74ac330ec4f9104181e7e95,Got it!,Got it!,Entendi!,Anladım!,Понял!,¡Entendido!,Ich habs!,Je l'ai!,Entendi!,Rozumiem!,得到它了！,Fatto!,Am înțeles!,Ik snap het!
1154331e28402d925c43580d53f2b5d9ac8f0cfc,End of Global Partners. Click next to view National Partners,End of Global Partners. Click next to view National Partners,Fim dos parceiros globais. Clique ao lado para visualizar os Parceiros Nacionais,Küresel Ortakların Sonu. Ulusal Ortakları görüntülemek için tıklayın,"Конец глобальных партнеров. Нажмите рядом, чтобы посмотреть Национальные партнеры",Fin de los socios globales. Haga clic en Siguiente para ver los socios nacionales,"Ende der globalen Partner. Klicken Sie auf Weiter, um die nationalen Partner anzuzeigen",Fin des partenaires mondiaux. Cliquez sur suivant pour voir les partenaires nationaux,Fim dos parceiros globais. Clique ao lado para visualizar os Parceiros Nacionais,"Koniec partnerów globalnych. Kliknij obok, aby wyświetlić partnerów krajowych",全球合作伙伴终止。单击下一步查看国家合作伙伴,Fine dei partner globali. Fai clic su Avanti per visualizzare i partner nazionali,Sfârșitul partenerilor globali Faceți clic pe lângă pentru a vizualiza Parteneri naționali,Einde van wereldwijde partners. Klik op Volgende om National Partners te bekijken
9a3ffc95fb25ed5bfdd4ec3ba6a5704f009c6191,Season 2 is live!,Season 2 is live!,A segunda temporada está ao vivo!,Sezon 2 yayında!,Сезон 2 жив!,¡La temporada 2 es en vivo!,Staffel 2 ist live!,La saison 2 est en direct!,A segunda temporada está ao vivo!,Sezon 2 już działa!,第2季直播！,La stagione 2 è in diretta!,Sezonul 2 este live!,Seizoen 2 is live!
1c803529cde4e611919fe989a7ab8a9e80b97cb3,A video series about 10 volunteers across the globe,A video series about 10 volunteers across the globe,Uma série de vídeos com cerca de 10 voluntários em todo o mundo,Dünya çapında yaklaşık 10 gönüllüden oluşan bir video dizisi,Видеоролик о 10 добровольцах по всему миру,Una serie de videos sobre 10 voluntarios en todo el mundo.,Eine Videoserie über 10 Freiwillige auf der ganzen Welt,Une série de vidéos sur 10 volontaires à travers le monde,Uma série de vídeos com cerca de 10 voluntários em todo o mundo,Seria filmów o 10 wolontariuszach na całym świecie,有关全球10名志愿者的视频系列,Una serie di video di circa 10 volontari in tutto il mondo,O serie video despre aproximativ 10 voluntari pe tot globul,Een videoserie over 10 vrijwilligers over de hele wereld
c14e7717296e334105b4c0992ed6215eb5898277,Watch the episodes here,Watch the episodes here,Assista os episódios aqui,Bölümleri buradan izleyin,Смотрите эпизоды здесь,Mira los episodios aquí,Sehen Sie sich die Folgen hier an,Regardez les épisodes ici,Assista os episódios aqui,Obejrzyj odcinki tutaj,在这里观看剧集,Guarda gli episodi qui,Urmăriți aici episoadele,Bekijk hier de afleveringen
7368c0739e84b7301694133093cd9d323d334d15,What are you looking for?,What are you looking for?,O que você está procurando?,Ne arıyorsun?,Что вы ищете?,¿Qué estás buscando?,Wonach suchen Sie?,Que cherchez-vous?,O que você está procurando?,Czego szukasz?,你在找什么？,Che cosa sta cercando?,Ce cauti?,Wat zoek je?
28743f333654682e486ea1481840e0609c5bd42f,Spend 6 to 12 weeks volunteering abroad,Spend 6 to 12 weeks volunteering abroad,Passe 6 a 12 semanas se voluntariando no exterior,Yurtdışında gönüllü olarak 6 ila 12 hafta geçirin,Проведите 6-12 недель за рубежом,Pase 6 a 12 semanas como voluntario en el extranjero,Verbringen Sie 6 bis 12 Wochen Freiwilligenarbeit im Ausland,Passer 6 à 12 semaines de bénévolat à l'étranger,Passe 6 a 12 semanas se voluntariando no exterior,Spędź od 6 do 12 tygodni na wolontariacie za granicą,花6到12周的时间出国做志愿者,Trascorri dalle 6 alle 12 settimane di volontariato all'estero,Petreceți 6-12 săptămâni voluntariat în străinătate,Breng 6 tot 12 weken door met vrijwilligerswerk in het buitenland
da60c95c3b1aafa44d8061d58aa03d0ce853c7ad,Gain professional experience in a startup,Gain professional experience in a startup,Ganhe experiência profissional em uma startup,Başlangıçta profesyonel deneyim kazanın,Получите профессиональный опыт в стартапе,Adquirir experiencia profesional en una startup,Sammeln Sie Berufserfahrung in einem Startup,Acquérir une expérience professionnelle dans une startup,Ganhe experiência profissional em uma startup,Zdobądź doświadczenie zawodowe w startupie,在创业中获得专业经验,Ottieni esperienza professionale in una startup,Obțineți experiență profesională într-o pornire,Doe professionele ervaring op in een startup
a915af9c33674a47097209177cd47a483607379d,Intern in your field and start your career,Intern in your field and start your career,Estagiário em sua área e comece sua carreira,Stajyerinize staj yapın ve kariyerinize başlayın,Стажер в своей области и начать карьеру,Practica en tu campo y comienza tu carrera,Praktikant in Ihrem Bereich und starten Sie Ihre Karriere,Stagiaire dans votre domaine et début de carrière,Estagiário em sua área e comece sua carreira,Stażysta w swojej dziedzinie i rozpocznij karierę,在您的领域实习并开始您的职业生涯,Stagista nel tuo campo e inizia la tua carriera,Internează în domeniul tău și începe-ți cariera,Stagiair in je vakgebied en start je carrière
c2ecb4aab308763438862c109a7cea9be4d8a06a,Where do you want to go?,Where do you want to go?,Onde você quer ir?,Nereye gitmek istersin?,Куда ты хочешь пойти?,¿A donde quieres ir?,Wohin willst du gehen?,Où veux-tu aller?,Onde você quer ir?,Gdzie chcesz iść?,你想去哪里？,Dove vuoi andare?,Unde vrei sa mergi?,Waar wil je heen?
cda31dbd724cf5f4fa7a4274d9120651490c8a8c,Back,Back,De volta,Geri,назад,atrás,Zurück,Retour,De volta,Plecy,背部,Indietro,Înapoi,Terug
f732c304c7433e5a83ffcd862c3dce709a0f4982,Next,Next,Próximo,Sonraki,следующий,próximo,Nächster,Prochain,Próximo,Kolejny,下一个,Il prossimo,Următor →,De volgende
45ad95b7691204acba62474f48aedc621c6bd077,What do you want to do? (choose 3),What do you want to do? (choose 3),O que você quer fazer? (escolha 3),Ne yapmak istiyorsun? (3'ü seçin),Что ты хочешь делать? (выберите 3),¿Qué quieres hacer? (elige 3),Was möchten Sie tun? (wähle 3),Qu'est-ce que tu veux faire? (choisissez 3),O que você quer fazer? (escolha 3),Co chcesz robić? (wybierz 3),你想让我做什么？ （选择3）,Che cosa vuoi fare? (scegli 3),Ce vreți să faceți? (alege 3),Wat wil je doen? (kies 3)
c12e93064242a12e7932d7f1433f37226c3341ab,Explore Opportunities,Explore Opportunities,Explorar oportunidades,Fırsatları Keşfedin,Исследуйте возможности,Explore las oportunidades,Möglichkeiten erkunden,Explorez les opportunités,Explorar oportunidades,Odkryj możliwości,探索机会,Esplora le opportunità,Explorați oportunități,Ontdek kansen
91f3f14a5173a8fb87218e84049562a6c7d025f0,What causes are you interested in? (choose 3),What causes are you interested in? (choose 3),Em que causas você está interessado? (escolha 3),Hangi nedenlerle ilgileniyorsunuz? (3'ü seçin),Какие причины вас интересуют? (выберите 3),¿Qué causas te interesan? (elige 3),Für welche Ursachen interessieren Sie sich? (wähle 3),Quelles sont les causes qui vous intéressent? (choisissez 3),Em que causas você está interessado? (escolha 3),Jakimi przyczynami jesteś zainteresowany? (wybierz 3),您对什么原因感兴趣？ （选择3）,Quali cause ti interessano? (scegli 3),Care sunt cauzele care vă interesează? (alege 3),In welke oorzaken ben je geïnteresseerd? (kies 3)
c6fd9372ff7bac990d7851d7734c992b15a0d36b,Searching for Opportunities,Searching for Opportunities,Procurando oportunidades,Fırsat Arama,В поисках возможностей,Buscando oportunidades,Nach Möglichkeiten suchen,Recherche d'opportunités,Procurando oportunidades,Wyszukiwanie możliwości,寻找机会,Alla ricerca di opportunità,Căutarea de oportunități,Zoeken naar kansen
87b31c21209791cf1673bb47b17c14f908825770,[object Object],[object Object],[objeto Objeto],[nesne Nesne],[Объект Object],[objeto Objeto],[Objekt Objekt],[objet Objet],[objeto Objeto],[obiekt obiekt],[对象对象],[oggetto Oggetto],[obiect obiect],[Object Object]
4208e3cacb6f5d5df6f46ceabf1a23c5d217c714,Start Over,Start Over,Recomeçar,Baştan başlamak,Начать сначала,Comenzar de nuevo,Von vorn anfangen,Recommencer,Recomeçar,Zacząć od nowa,重来,Ricominciare,Începeți,Begin opnieuw
376e7cf5d8cc614e745ce58a2143a6d7158ae559,Loading ...,Loading ...,Carregando ...,Yükleniyor ...,Загрузка ...,Cargando ...,Wird geladen ...,Chargement ...,Carregando ...,Ładowanie ...,载入中...,Caricamento in corso ...,Se încarcă ...,Bezig met laden ...
97662ffbbc646cf9be667f1aab4bd8711a7d58e9,This is the beginning of the conversation,This is the beginning of the conversation,Este é o começo da conversa,Bu konuşmanın başlangıcı,Это начало разговора,Este es el comienzo de la conversación.,Dies ist der Beginn des Gesprächs,C'est le début de la conversation,Este é o começo da conversa,To jest początek rozmowy,这是对话的开始,Questo è l'inizio della conversazione,Acesta este începutul conversației,Dit is het begin van het gesprek
4d1e4a193894ec110900dc38bd3f6d2ca875dd2e,All empty here! Send a message to start a conversation.,All empty here! Send a message to start a conversation.,Tudo vazio aqui! Envie uma mensagem para iniciar uma conversa.,Hepsi burada boş! Bir konuşma başlatmak için bir mesaj gönderin.,"Здесь все пусто! Отправьте сообщение, чтобы начать разговор.",¡Todo está vacío aquí! Envía un mensaje para comenzar una conversación.,"Alles leer hier! Senden Sie eine Nachricht, um ein Gespräch zu beginnen.",Tout est vide ici! Envoyez un message pour démarrer une conversation.,Tudo vazio aqui! Envie uma mensagem para iniciar uma conversa.,"Wszystko tutaj puste! Wyślij wiadomość, aby rozpocząć rozmowę.",这里都是空的！发送消息以开始对话。,Tutto vuoto qui! Invia un messaggio per iniziare una conversazione.,Toate sunt goale aici! Trimiteți un mesaj pentru a începe o conversație.,Allemaal leeg hier! Stuur een bericht om een gesprek te beginnen.
b914972874cd609b3770e2c9d9eed43f9ee76c97,"Oops, we've lost connection, please try again","Oops, we've lost connection, please try again","Ops, perdemos a conexão. Tente novamente","Hata! Bağlantıyı kaybettik, lütfen tekrar deneyin","К сожалению, мы потеряли связь, пожалуйста, попробуйте еще раз",¡Vaya! Hemos perdido la conexión. Inténtalo de nuevo.,"Hoppla, wir haben die Verbindung verloren. Bitte versuchen Sie es erneut","Oups, nous avons perdu la connexion, veuillez réessayer","Ops, perdemos a conexão. Tente novamente","Ups, utraciliśmy połączenie, spróbuj ponownie",糟糕，我们已断开连接，请重试,"Spiacenti, abbiamo perso la connessione, riprova","Hops, am pierdut conexiunea. Vă rugăm să încercați din nou","Oeps, de verbinding is verbroken. Probeer het opnieuw"
c6577e508b64de8397fb7190958553a1a495e52e,Loading ...,Loading ...,Carregando ...,Yükleniyor ...,Загрузка ...,Cargando ...,Wird geladen ...,Chargement ...,Carregando ...,Ładowanie ...,载入中...,Caricamento in corso ...,Se încarcă ...,Bezig met laden ...
454a7b64803fbe2e5e2a8002a0214124eb2658f5,No new notifications!,No new notifications!,Não há novas notificações!,Yeni bildirim yok!,Нет новых уведомлений!,¡No hay notificaciones nuevas!,Keine neuen Benachrichtigungen!,Pas de nouvelles notifications!,Não há novas notificações!,Brak nowych powiadomień!,没有新的通知！,Nessuna nuova notifica!,Fără noi notificări!,Geen nieuwe notificaties!
8444c2e339957b62697d6e98c64355fde30d7614,Let us help you select the right opportunity.,Let us help you select the right opportunity.,Vamos ajudá-lo a selecionar a oportunidade certa.,Doğru fırsatı seçmenize yardımcı olalım.,Позвольте нам помочь вам выбрать правильную возможность.,Permítanos ayudarlo a seleccionar la oportunidad correcta.,Wir helfen Ihnen bei der Auswahl der richtigen Gelegenheit.,Laissez-nous vous aider à sélectionner la bonne opportunité.,Vamos ajudá-lo a selecionar a oportunidade certa.,Pozwól nam pomóc wybrać właściwą okazję.,让我们帮助您选择合适的机会。,Lascia che ti aiutiamo a selezionare l'opportunità giusta.,Permiteți-ne să vă ajutăm să selectați oportunitatea potrivită.,Laat ons u helpen bij het selecteren van de juiste gelegenheid.
b41f92d669b5b62edbbd30edd9dae49daec12bb3,Are you considering volunteering abroad?,Are you considering volunteering abroad?,Você está pensando em ser voluntário no exterior?,Yurtdışında gönüllü olmayı düşünüyor musunuz?,Вы рассматриваете возможность волонтерства за границей?,¿Estás considerando ser voluntario en el extranjero?,"Denken Sie darüber nach, sich im Ausland freiwillig zu engagieren?",Envisagez-vous de faire du bénévolat à l'étranger?,Você está pensando em ser voluntário no exterior?,Czy zastanawiasz się nad wolontariatem za granicą?,您是否正在考虑在国外志愿服务？,Stai pensando al volontariato all'estero?,Aveți în vedere voluntariatul în străinătate?,Overweeg je vrijwilligerswerk in het buitenland te doen?
b52c87b1b9a4553d7a88cbd1174ec059f75020b4,Are you considering working in a corporate environment abroad?,Are you considering working in a corporate environment abroad?,Você está pensando em trabalhar em um ambiente corporativo no exterior?,Yurtdışında kurumsal bir ortamda çalışmayı düşünüyor musunuz?,Рассматриваете ли вы работу в корпоративной среде за рубежом?,¿Estás considerando trabajar en un entorno corporativo en el extranjero?,"Denken Sie darüber nach, in einem Unternehmensumfeld im Ausland zu arbeiten?",Envisagez-vous de travailler dans un environnement d'entreprise à l'étranger?,Você está pensando em trabalhar em um ambiente corporativo no exterior?,Czy rozważasz pracę w środowisku korporacyjnym za granicą?,您是否正在考虑在国外的公司环境中工作？,Stai pensando di lavorare in un ambiente aziendale all'estero?,Aveți în vedere să lucrați într-un mediu corporativ în străinătate?,Overweeg je om in het buitenland in een zakelijke omgeving te gaan werken?
9d165482c75091d9513e2ffa0a2cf5e7191a8f2c,Are you considering working in a startup environment abroad?,Are you considering working in a startup environment abroad?,Você está pensando em trabalhar em um ambiente de inicialização no exterior?,Yurtdışında bir başlangıç ortamında çalışmayı düşünüyor musunuz?,Рассматриваете ли вы работу в стартап-среде за рубежом?,¿Estás considerando trabajar en un entorno de inicio en el extranjero?,"Denken Sie darüber nach, in einer Startup-Umgebung im Ausland zu arbeiten?",Envisagez-vous de travailler dans un environnement de démarrage à l'étranger?,Você está pensando em trabalhar em um ambiente de inicialização no exterior?,Czy rozważasz pracę w środowisku startupowym za granicą?,您是否正在考虑在国外的启动环境中工作？,Stai pensando di lavorare in un ambiente di startup all'estero?,Aveți în vedere să lucrați într-un mediu de start în străinătate?,Overweeg je om in het buitenland in een startup omgeving te gaan werken?
b5a8837351cdd92bb7012a6efc7fa0c2a85f09ae,The selection process is currently        unavailable. Please check after some time.,The selection process is currently        unavailable. Please check after some time.,"O processo de seleção está indisponível no momento. Por favor, verifique depois de algum tempo.",Seçim süreci şu anda kullanılamıyor. Lütfen bir süre sonra kontrol edin.,"Процесс выбора в данный момент недоступен. Пожалуйста, проверьте через некоторое время.","El proceso de selección no está disponible actualmente. Por favor, compruebe después de un tiempo.",Der Auswahlprozess ist derzeit nicht verfügbar. Bitte überprüfen Sie nach einiger Zeit.,Le processus de sélection est actuellement indisponible. Veuillez vérifier après un certain temps.,"O processo de seleção está indisponível no momento. Por favor, verifique depois de algum tempo.",Proces selekcji jest obecnie niedostępny. Sprawdź po pewnym czasie.,选择过程当前不可用。请稍后再检查。,Il processo di selezione non è attualmente disponibile. Si prega di controllare dopo qualche tempo.,"În prezent, procesul de selecție nu este disponibil. Vă rugăm să verificați după ceva timp.",Het selectieproces is momenteel niet beschikbaar. Controleer dit na enige tijd.
3bc1464580a5f0bc58b14641b28255a850043bb7,Number of Days,Number of Days,Número de dias,Gün sayısı,Количество дней,Número de días,Anzahl der Tage,Nombre de jours,Número de dias,Liczba dni,天数,Numero di giorni,Număr de zile,Aantal dagen
041620337eaebda87971d345d05697639dfe78e4,Step,Step,Degrau,Adım,шаг,Paso,Schritt,Étape,Degrau,Krok,步,Passo,Etapa,Stap
193502359afc6f89d8d37537defeabbd462a64f4,Responsibilities,Responsibilities,Responsabilidades,Sorumluluklar,обязанности,Responsabilidades,Verantwortlichkeiten,Responsabilités,Responsabilidades,Obowiązki,职责范围,responsabilità,responsabilităţi,Verantwoordelijkheden
34c83315b26356af647dee4ac9f816536bb3062c,"There are no testimonials for this opportunity, yet","There are no testimonials for this opportunity, yet","Não há depoimentos para esta oportunidade, ainda",Bu fırsat için henüz bir referans yok,Для этой возможности пока нет отзывов,Aún no hay testimonios para esta oportunidad.,Es gibt noch keine Testimonials für diese Gelegenheit,Il n'y a pas encore de témoignages pour cette opportunité,"Não há depoimentos para esta oportunidade, ainda",Nie ma jeszcze referencji na tę okazję,尚无此机会的推荐信,Non ci sono ancora testimonianze per questa opportunità,Nu există încă mărturii pentru această oportunitate,Er zijn nog geen getuigenissen voor deze mogelijkheid
cdb3ee2cb14b610d4118c3657d65973a5d90208a,- Project Fee,- Project Fee,- Taxa do Projeto,- Proje Ücreti,- Стоимость проекта,- Tarifa del proyecto,- Projektgebühr,- Frais de projet,- Taxa do Projeto,- Opłata za projekt,-项目费用,- Commissione di progetto,- Taxa de proiect,- Projectkosten
baa2c9c0aa1c79e10e205a5ef7dc5a16805781f5,The Project Fee includes:,The Project Fee includes:,A taxa do projeto inclui:,Proje Ücretine aşağıdakiler dahildir:,Стоимость проекта включает в себя:,La tarifa del proyecto incluye:,Die Projektgebühr beinhaltet:,Les frais du projet comprennent:,A taxa do projeto inclui:,Opłata za projekt obejmuje:,项目费用包括：,La quota di progetto comprende:,Taxa de proiect include:,De projectkosten zijn inclusief:
1d4c16ba54f73d1e9c47dc9ce95ba072bda095b0,Accommodation costs,Accommodation costs,Custos de acomodação,Konaklama masrafları,Расходы на проживание,Costes de alojamiento,Unterbringungskosten,Les frais d'hébergement,Custos de acomodação,Koszty zakwaterowania,住宿费用,Spese di alloggio,Costuri de cazare,Huisvestingskosten
4152811f18dd429f081cffc266c6e46359c171f1,Pick up costs,Pick up costs,Custos de retirada,Teslim alma maliyetleri,Возьмите расходы,Recoger costos,Kosten abholen,Frais de ramassage,Custos de retirada,Koszty odbioru,接机费用,Prendi i costi,Costuri de ridicare,Ophaalkosten
6d7c603fde05b4e8caf486157aad211488511590,Leadership spaces,Leadership spaces,Espaços de liderança,Liderlik alanları,Лидерские пространства,Espacios de liderazgo,Führungsräume,Espaces de leadership,Espaços de liderança,Przestrzenie przywódcze,领导空间,Spazi di leadership,Spații de conducere,Leiderschapsruimtes
a0c6be8fc6cec46249fa31d1c9ee4fd72bc2a8c1,Administrative costs,Administrative costs,Custos administrativos,İdari masraflar,Административные издержки,Costes administrativos,Administrative Kosten,Frais administratifs,Custos administrativos,Koszty administracyjne,行政费用,Costi amministrativi,Costuri administrative,Administratieve kosten
2df98a1c5406d982f00a3d7096caaa271cf559d7,To be paid in cash once abroad,To be paid in cash once abroad,Para ser pago em dinheiro uma vez no exterior,Yurtdışında bir kez nakit olarak ödenecek,Оплачивается наличными за границей,A pagar en efectivo una vez en el extranjero,Einmal im Ausland in bar zu bezahlen,A régler en espèces une fois à l'étranger,Para ser pago em dinheiro uma vez no exterior,Do wypłaty gotówką raz za granicą,一次在国外支付现金,Da pagare in contanti una volta all'estero,A fi plătit în numerar o dată în străinătate,Eenmalig in het buitenland contant te betalen
